pool,game_file,source_file,source_page,original_url,license,license_url,author,date,description,origin,original_size
JM,Data-Vengeance/Loadscreens/RealConflict/JM/JM_060_1920x1080.png,Operation CHISUM 01.jpg,https://commons.wikimedia.org/wiki/File:Operation_CHISUM_01.jpg,https://upload.wikimedia.org/wikipedia/commons/7/7c/Operation_CHISUM_01.jpg?utm_source=commons.wikimedia.org&utm_campaign=imageinfo&utm_content=original,Public domain,,PH1 (Sw) J. Elliott,1989-10-31,"Armed Panamanian Defense Force soldiers wearing civilian clothes walk around a halted column of Marine Corps LAV25 light armored vehicles during Operation CHISUM, a route reconnaissance patrol. Supporters of General Manuel Noriega had blocked the road with vehicles and refused to allow the patrol from Company D, 2nd Light Armored Infantry Battalion, to proceed through the town.",Category:1989 in Panama,2830x1870
JM,Data-Vengeance/Loadscreens/RealConflict/JM/JM_061_1920x1080.png,CH-46 on USS Guam (LPH-9) off Grenada 1983.JPEG,https://commons.wikimedia.org/wiki/File:CH-46_on_USS_Guam_(LPH-9)_off_Grenada_1983.JPEG,https://upload.wikimedia.org/wikipedia/commons/8/86/CH-46_on_USS_Guam_%28LPH-9%29_off_Grenada_1983.JPEG?utm_source=commons.wikimedia.org&utm_campaign=imageinfo&utm_content=original,Public domain,,TSgt. Mike Creen,1983-10-28,"A U.S. Marine Corps Boeing CH-46 Sea Knight helicopter Marine Medium Helicopter Transport Squadron HMM-261 Raging Bulls on the flight deck of the amphibious assault ship USS Guam (LPH-9) during ""Operation Urgent Fury"", the invasion of Granada, 28 October 1983.",Category:United States Marine Corps in Grenada,3002x1970
TM,Data-Vengeance/Loadscreens/RealConflict/TM/TM_009_1920x1080.png,Panama 7th infantry 1990 DF-ST-91-02532.jpg,https://commons.wikimedia.org/wiki/File:Panama_7th_infantry_1990_DF-ST-91-02532.jpg,https://upload.wikimedia.org/wikipedia/commons/4/4d/Panama_7th_infantry_1990_DF-ST-91-02532.jpg?utm_source=commons.wikimedia.org&utm_campaign=imageinfo&utm_content=original,Public domain,,Camera Operator: MASTER SGT. KEN HAMMOND,Date Shot: 28 1 Jan 1990,Three members of the 7th Infantry Division walk past a restaurant during Operation Just Cause.,Category:United States invasion of Panama,1578x1050
IN,Data-Vengeance/Loadscreens/RealConflict/IN/IN_003_1920x1080.png,A sandbagged mortar emplacement at a petroleum-oil-lubricants (POL) storage facility near Howard Air Force Base. A protective cover has been placed over the muzzle of the M-252 81mm - DPLA - abfcdf85ed24fceb80672989426dbd8f.jpeg,https://commons.wikimedia.org/wiki/File:A_sandbagged_mortar_emplacement_at_a_petroleum-oil-lubricants_(POL)_storage_facility_near_Howard_Air_Force_Base._A_protective_cover_has_been_placed_over_the_muzzle_of_the_M-252_81mm_-_DPLA_-_abfcdf85ed24fceb80672989426dbd8f.jpeg,https://upload.wikimedia.org/wikipedia/commons/8/89/A_sandbagged_mortar_emplacement_at_a_petroleum-oil-lubricants_%28POL%29_storage_facility_near_Howard_Air_Force_Base._A_protective_cover_has_been_placed_over_the_muzzle_of_the_M-252_81mm_-_DPLA_-_abfcdf85ed24fceb80672989426dbd8f.jpeg?utm_source=commons.wikimedia.org&utm_campaign=imageinfo&utm_content=original,Public domain,,Department of Defense. American Forces Information Service. Defense Visual Information Center. 1994,"1 January 1989 date QS:P571,+1989-01-01T00:00:00Z/11",The original finding aid described this photograph as: Country: Panama (PAN) Scene Camera Operator: SSGT Laird Release Status: Released to Public,Category:1989 in Panama,2860x1880
JM,Data-Vengeance/Loadscreens/RealConflict/JM/JM_062_1920x1080.png,En Sutiava.jpg,https://commons.wikimedia.org/wiki/File:En_Sutiava.jpg,https://upload.wikimedia.org/wikipedia/commons/f/f7/En_Sutiava.jpg?utm_source=commons.wikimedia.org&utm_campaign=imageinfo&utm_content=original,Public domain,,Dora María Téllez,Taken in June 1979,"Leticia Herrera, Dora María, Fanor Urroz (Mariano) y El Gato. Junio 1979. Insurrección de León 1979 Imágenes de las acciones militares durante la insurrección de León y de la destrucción causada por los bombardeos de la Fuerza Aérea Nicaragüense (FAN) de la GN. durante los meses de junio y julio de 1979",Category:Nicaraguan Revolution,1930x1215
JM,Data-Vengeance/Loadscreens/RealConflict/JM/JM_063_1920x1080.png,"3,200-meter concrete runway under construction at Punta Huente north of Managua, Nicaragua.jpg","https://commons.wikimedia.org/wiki/File:3,200-meter_concrete_runway_under_construction_at_Punta_Huente_north_of_Managua,_Nicaragua.jpg",https://upload.wikimedia.org/wikipedia/commons/b/be/3%2C200-meter_concrete_runway_under_construction_at_Punta_Huente_north_of_Managua%2C_Nicaragua.jpg?utm_source=commons.wikimedia.org&utm_campaign=imageinfo&utm_content=original,Public domain,,United States Department of Defense,"circa 1984 date QS:P,+1984-00-00T00:00:00Z/9,P1480,Q5727902","The 3,200-meter concrete runway under construction at Punta Huete north of Managua, Nicaragua, could have accomodated any Soviet-built fighter or bomber. The airfield includes dual runways and taxiways, as well as at least eight military aircraft revetments.",Category:Soviet Bloc alleged military build-up in Nicaragua (1980—1991),1368x1132
AF,Data-Vengeance/Loadscreens/RealConflict/AF/AF_042_1920x1080.png,"Members of the 1ST Battalion, 504th Parachute Infantry Division, 82nd Airborne Division, redeploy into the field around the air base after being dropped off by helicopter. The troop - DPLA - fb097ec6fc07b3481ef47fb4ec9995b4.jpeg","https://commons.wikimedia.org/wiki/File:Members_of_the_1ST_Battalion,_504th_Parachute_Infantry_Division,_82nd_Airborne_Division,_redeploy_into_the_field_around_the_air_base_after_being_dropped_off_by_helicopter._The_troop_-_DPLA_-_fb097ec6fc07b3481ef47fb4ec9995b4.jpeg",https://upload.wikimedia.org/wikipedia/commons/9/91/Members_of_the_1ST_Battalion%2C_504th_Parachute_Infantry_Division%2C_82nd_Airborne_Division%2C_redeploy_into_the_field_around_the_air_base_after_being_dropped_off_by_helicopter._The_troop_-_DPLA_-_fb097ec6fc07b3481ef47fb4ec9995b4.jpeg?utm_source=commons.wikimedia.org&utm_campaign=imageinfo&utm_content=original,Public domain,,Department of Defense. American Forces Information Service. Defense Visual Information Center. 1994,"1 March 1988 date QS:P571,+1988-03-01T00:00:00Z/11",The original finding aid described this photograph as: Base: Palmerola Air Base Country: Honduras (HND) Scene Camera Operator: SSGT Scott Stewart Release Status: Released to Public,Category:Operation Golden Pheasant,3000x2001
JM,Data-Vengeance/Loadscreens/RealConflict/JM/JM_064_1920x1080.png,Cuadro de Oficiales 1910-Gonzalo Escovar Gaviria (1872-1914).jpg,https://commons.wikimedia.org/wiki/File:Cuadro_de_Oficiales_1910-Gonzalo_Escovar_Gaviria_(1872-1914).jpg,https://upload.wikimedia.org/wikipedia/commons/3/39/Cuadro_de_Oficiales_1910-Gonzalo_Escovar_Gaviria_%281872-1914%29.jpg?utm_source=commons.wikimedia.org&utm_campaign=imageinfo&utm_content=original,Public domain,,Gonzalo Escovar Gaviria (1872-1914),1910,"Grupo de oficiales del ejercito colombiano acantonado en Medellín, en uniforma de gala. Colombia",Category:Army of Colombia,1214x776
JM,Data-Vengeance/Loadscreens/RealConflict/JM/JM_065_1920x1080.png,USMC-090426-M-4498L-112.jpg,https://commons.wikimedia.org/wiki/File:USMC-090426-M-4498L-112.jpg,https://upload.wikimedia.org/wikipedia/commons/9/97/USMC-090426-M-4498L-112.jpg?utm_source=commons.wikimedia.org&utm_campaign=imageinfo&utm_content=original,Public domain,,,Taken on 26 April 2009,"Lt. Col. Robert Cote, left, Marine Aerial Refueler Transport Squadron 252's commanding officer, and Capt. Chad Magro, KC-139 pilot, approach the runway in Grenada, April 26. Six VMGR-252 Marines participated in a mission to return a piece of aircraft lost during Operation Urgent Fury to Quantico, Va.",Category:United States Marine Corps in Grenada,4368x2912
JM,Data-Vengeance/Loadscreens/RealConflict/JM/JM_066_1920x1080.png,"A member of the 4th Bn., 6th Inf., 5th Inf. Div., aims his M-16A2 rifle through a barbed wire fence during a joint exercise involving units of the Army, Navy, and Air Force - DPLA - aa2cf6e6e10cf48741a7bc6fd1fc6235.jpeg","https://commons.wikimedia.org/wiki/File:A_member_of_the_4th_Bn.,_6th_Inf.,_5th_Inf._Div.,_aims_his_M-16A2_rifle_through_a_barbed_wire_fence_during_a_joint_exercise_involving_units_of_the_Army,_Navy,_and_Air_Force_-_DPLA_-_aa2cf6e6e10cf48741a7bc6fd1fc6235.jpeg",https://upload.wikimedia.org/wikipedia/commons/7/70/A_member_of_the_4th_Bn.%2C_6th_Inf.%2C_5th_Inf._Div.%2C_aims_his_M-16A2_rifle_through_a_barbed_wire_fence_during_a_joint_exercise_involving_units_of_the_Army%2C_Navy%2C_and_Air_Force_-_DPLA_-_aa2cf6e6e10cf48741a7bc6fd1fc6235.jpeg?utm_source=commons.wikimedia.org&utm_campaign=imageinfo&utm_content=original,Public domain,,Department of Defense. American Forces Information Service. Defense Visual Information Center. 1994,Taken on 15 November 1989,The original finding aid described this photograph as: Base: Albrook Air Force Station State: Canal Zone Country: Panama (PAN) Scene Camera Operator: MASTER SGT. Herbert Cintron Release Status: Released to Public,Category:1989 in Panama,2820x1920
JM,Data-Vengeance/Loadscreens/RealConflict/JM/JM_067_1920x1080.png,A Group of Female Singers Perform Sits Outside the Cartagena Indias Conventio (29329880434).jpg,https://commons.wikimedia.org/wiki/File:A_Group_of_Female_Singers_Perform_Sits_Outside_the_Cartagena_Indias_Conventio_(29329880434).jpg,https://upload.wikimedia.org/wikipedia/commons/4/46/A_Group_of_Female_Singers_Perform_Sits_Outside_the_Cartagena_Indias_Conventio_%2829329880434%29.jpg?utm_source=commons.wikimedia.org&utm_campaign=imageinfo&utm_content=original,Public domain,,U.S. Department of State from United States,2016-09-26 17:24,"A group of female singers perform as U.S. Secretary of State John Kerry sits in a plaza outside the Cartagena Indias Convention Center in Cartagena, Colombia, on September 26, 2016, as he prepared to witness a peace ceremony between the government and the Revolutionary Armed Forces of Colombia (FARC) that ends a five-decade conflict. [State Department Photo/Public Domain]",Category:Colombian armed conflict,4492x2995
AF,Data-Vengeance/Loadscreens/RealConflict/AF/AF_043_1920x1080.png,AH-1S firing rockets in Honduras 1988.JPEG,https://commons.wikimedia.org/wiki/File:AH-1S_firing_rockets_in_Honduras_1988.JPEG,https://upload.wikimedia.org/wikipedia/commons/f/fa/AH-1S_firing_rockets_in_Honduras_1988.JPEG?utm_source=commons.wikimedia.org&utm_campaign=imageinfo&utm_content=original,Public domain,,"TSgt. Bom Simmons, US Army.",1988-03-01,"A U.S. Army Bell AH-1S Cobra helicopter from the 1st Battalion, 17th Air Cavalry Brigade, firing two 2.75-inch rockets over the Honduran artillery range at Camp Del Balomple during a mobilization of US exercise Task Force ""Dragon/Golden Pheasant"" in 1988. The task force, consisting of both the 82nd Airborne Division, and the 7th Light Infantry Division, was deployed by U.S. President Ronald Reagan to help discourage Nicaraguan forces from entering Honduras.",Category:Operation Golden Pheasant,3000x1982
TM,Data-Vengeance/Loadscreens/RealConflict/TM/TM_010_1920x1080.png,To Flush a Sniper.jpg,https://commons.wikimedia.org/wiki/File:To_Flush_a_Sniper.jpg,https://upload.wikimedia.org/wikipedia/commons/d/d4/To_Flush_a_Sniper.jpg?utm_source=commons.wikimedia.org&utm_campaign=imageinfo&utm_content=original,Public domain,,Al Sprague,1991-01-01,"Artwork: ""To Flush a Sniper"" Artist: Al Sprague Catalog Number: 15.5.90",Category:United States invasion of Panama,2998x1999
JM,Data-Vengeance/Loadscreens/RealConflict/JM/JM_068_1920x1080.png,Torre de Salto Tolemaida.jpg,https://commons.wikimedia.org/wiki/File:Torre_de_Salto_Tolemaida.jpg,https://upload.wikimedia.org/wikipedia/commons/4/45/Torre_de_Salto_Tolemaida.jpg?utm_source=commons.wikimedia.org&utm_campaign=imageinfo&utm_content=original,Public domain,,TECH SGT JERRY MORRISON,10/2/2007,"Members of Colombian special forces conduct a demonstration for Secretary of Defense Robert M. Gates during his tour of Tolemaida Air Base in Bogota, Colombia, Oct. 3, 2007. DoD photo by Tech. Sgt. Jerry Morrison, U.S. Air Force. (Released)",Category:Army of Colombia,4184x2437
AF,Data-Vengeance/Loadscreens/RealConflict/AF/AF_044_1920x1080.png,"A C-5 Galaxy aircraft from the 436th Military Squadron takes off for the United States. US troops, including members of the 7th Light Infantry Division and the 82nd Airborne Divisio - DPLA - e30a05a1900a178c054c4095294ff744.jpeg","https://commons.wikimedia.org/wiki/File:A_C-5_Galaxy_aircraft_from_the_436th_Military_Squadron_takes_off_for_the_United_States._US_troops,_including_members_of_the_7th_Light_Infantry_Division_and_the_82nd_Airborne_Divisio_-_DPLA_-_e30a05a1900a178c054c4095294ff744.jpeg",https://upload.wikimedia.org/wikipedia/commons/7/7e/A_C-5_Galaxy_aircraft_from_the_436th_Military_Squadron_takes_off_for_the_United_States._US_troops%2C_including_members_of_the_7th_Light_Infantry_Division_and_the_82nd_Airborne_Divisio_-_DPLA_-_e30a05a1900a178c054c4095294ff744.jpeg?utm_source=commons.wikimedia.org&utm_campaign=imageinfo&utm_content=original,Public domain,,Department of Defense. American Forces Information Service. Defense Visual Information Center. 1994,"1 March 1988 date QS:P571,+1988-03-01T00:00:00Z/11",The original finding aid described this photograph as: Base: Palmerola Air Base Country: Honduras (HND) Scene Camera Operator: SSGT Scott Stewart Release Status: Released to Public,Category:Operation Golden Pheasant,3000x2001
AF,Data-Vengeance/Loadscreens/RealConflict/AF/AF_045_1920x1080.png,Honduran C-47A taking off 1988.JPEG,https://commons.wikimedia.org/wiki/File:Honduran_C-47A_taking_off_1988.JPEG,https://upload.wikimedia.org/wikipedia/commons/9/99/Honduran_C-47A_taking_off_1988.JPEG?utm_source=commons.wikimedia.org&utm_campaign=imageinfo&utm_content=original,Public domain,,"TSgt. Bom Simmons, US Army.",1988-03-01,"A Honduran Douglas C-47A-20-DK Skytrain aircraft (FAH 304, c/n 12962, ex-USAF 42-93089) taking off for a joint US/Honduran parachute jump during a mobilization of US exercise ""Task Force Dragon/Golden Pheasant"" in 1988. The task force, consisting of both the 82nd Airborne Division, and the 7th Light Infantry Division, was deployed by U.S. President Ronald Reagan to help discourage Nicaraguan forces from entering Honduras. The C-47A 42-93089 was sold to Honduras in October 1962 and remains in storage as late as 2011.",Category:Operation Golden Pheasant,2546x1334
AF,Data-Vengeance/Loadscreens/RealConflict/AF/AF_046_1920x1080.png,AH-1S firing cannon in Honduras 1988.JPEG,https://commons.wikimedia.org/wiki/File:AH-1S_firing_cannon_in_Honduras_1988.JPEG,https://upload.wikimedia.org/wikipedia/commons/a/aa/AH-1S_firing_cannon_in_Honduras_1988.JPEG?utm_source=commons.wikimedia.org&utm_campaign=imageinfo&utm_content=original,Public domain,,"TSgt. Bom Simmons, US Army.",1988-03-01,"A U.S. Army Bell AH-1S Cobra helicopter from the 1st Battalion, 17th Air Cavalry Brigade, firing its 20 mm cannon over the Honduran artillery range at Camp Del Balomple during a mobilization of US exercise Task Force ""Dragon/Golden Pheasant"" in 1988. The task force, consisting of both the 82nd Airborne Division, and the 7th Light Infantry Division, was deployed by U.S. President Ronald Reagan to help discourage Nicaraguan forces from entering Honduras.",Category:Operation Golden Pheasant,3000x2022
JM,Data-Vengeance/Loadscreens/RealConflict/JM/JM_069_1920x1080.png,CH-53D HMM-261 Grenada Okt1983.jpeg,https://commons.wikimedia.org/wiki/File:CH-53D_HMM-261_Grenada_Okt1983.jpeg,https://upload.wikimedia.org/wikipedia/commons/f/f5/CH-53D_HMM-261_Grenada_Okt1983.jpeg?utm_source=commons.wikimedia.org&utm_campaign=imageinfo&utm_content=original,Public domain,,"photographer: TSgt. M. J. Creen, USAF",1983-10,"A U.S. Marine Corps Sikorsky CH-53D Sea Stallion helicopter hovers above the ground near a Soviet ZU-23 anti-aircraft weapon prior to picking it up during ""Operation Urgent Fury"", the U.S. invasion of Grenada in October 1983. The Sea Stallion was from Marine medium helicopter squadron HMM-261 Raging Bulls , which was deployed aboard the helicopter carrier USS Guam (LPH-9) .",Category:United States Marine Corps in Grenada,3040x1980
JM,Data-Vengeance/Loadscreens/RealConflict/JM/JM_070_1920x1080.png,Supporters of General Manuel Noriega march to confront a reinforced platoon of Marines.jpg,https://commons.wikimedia.org/wiki/File:Supporters_of_General_Manuel_Noriega_march_to_confront_a_reinforced_platoon_of_Marines.jpg,https://upload.wikimedia.org/wikipedia/commons/a/af/Supporters_of_General_Manuel_Noriega_march_to_confront_a_reinforced_platoon_of_Marines.jpg?utm_source=commons.wikimedia.org&utm_campaign=imageinfo&utm_content=original,Public domain,,"PH1(Sw) J. Alan Elliott, USN",1989-10-31,"Led by a man carrying a Panamanian flag, supporters of General Manuel Noriega march to confront a reinforced platoon of Marines from Company B, 2nd Light Armored Infantry Battalion, on patrol between Rodman Naval Station and Howard Air Force Base. When nearby Panamanian Defense Force (PDF) soldiers refused to disperse the crowd, the Marines took another route to complete their patrol.",Category:1989 in Panama,2964x1970
JM,Data-Vengeance/Loadscreens/RealConflict/JM/JM_071_1920x1080.png,"US forces at the entrance to Howard Air Force Base, Panama (1989).jpg","https://commons.wikimedia.org/wiki/File:US_forces_at_the_entrance_to_Howard_Air_Force_Base,_Panama_(1989).jpg",https://upload.wikimedia.org/wikipedia/commons/6/6c/US_forces_at_the_entrance_to_Howard_Air_Force_Base%2C_Panama_%281989%29.jpg?utm_source=commons.wikimedia.org&utm_campaign=imageinfo&utm_content=original,Public domain,,PH1 (Sw) J. Elliott,1989-11-18,"An M113 armored personnel carrier from 4th Battalion., 6th Infantry, 5th Infantry Division (Mech), drives down the highway in front of the base to help control a demonstration being held outside the gate by supporters of General Manuel Noriega",Category:1989 in Panama,2800x1840
AF,Data-Vengeance/Loadscreens/RealConflict/AF/AF_047_1920x1080.png,"""22nd MAU Marines Land Just South of Pearls Airport–Grenada"" (1984), by LtCol Michael Leahy, USMC.jpg","https://commons.wikimedia.org/wiki/File:%2222nd_MAU_Marines_Land_Just_South_of_Pearls_Airport%E2%80%93Grenada%22_(1984),_by_LtCol_Michael_Leahy,_USMC.jpg",https://upload.wikimedia.org/wikipedia/commons/9/9e/%2222nd_MAU_Marines_Land_Just_South_of_Pearls_Airport%E2%80%93Grenada%22_%281984%29%2C_by_LtCol_Michael_Leahy%2C_USMC.jpg?utm_source=commons.wikimedia.org&utm_campaign=imageinfo&utm_content=original,Public domain,,"LtCol Michael Leahy, USMC","circa 1984 date QS:P,+1984-00-00T00:00:00Z/9,P1480,Q5727902","25 Oct 1983 - Operation Urgent Fury, Grenada 22d Marine Amphibious Unit, Army Rangers & elements of the 82d Airborne Division invade the island to rescue over 1,000 Americans. This artwork of the operation by LtCol Michael Leahy currently resides in the #USMC Art Collection.",Category:United States Marine Corps in Grenada,1200x890
JM,Data-Vengeance/Loadscreens/RealConflict/JM/JM_072_1920x1080.png,CH46SeaKnight Grenada 1983.JPG,https://commons.wikimedia.org/wiki/File:CH46SeaKnight_Grenada_1983.JPG,https://upload.wikimedia.org/wikipedia/commons/a/a4/CH46SeaKnight_Grenada_1983.JPG?utm_source=commons.wikimedia.org&utm_campaign=imageinfo&utm_content=original,Public domain,,SPEC. Long,1983-10-29,"A U.S. Marine Corps Boeing CH-46F Sea Knight helicopter (Buno 157711, c/n 2610) Marine Medium Helicopter Transport Squadron HMM-261 Raging Bulls shot down by anti-aircraft fire on 25 October 1983 during Operation Urgent Fury on Grenada.",Category:United States Marine Corps in Grenada,2543x1609
